15,15,-8,0,0,0
13.0715,12.8752,-6.59219,0,0,-2.34159
13.0715,12.8752,-6.59219,0,0,-2.34159
9.72209,9.461,-4.00948,0,0,-2.34159
9.72209,9.461,-4.00948,0,0,-2.34159
6.9306,6.61244,-1.73117,0,0,-2.34159
6.9306,6.61244,-1.73117,0,0,-2.34159
5.82374,5.8454,-1.68626,0,0,-1.54159
5.82374,5.8454,-1.68626,0,0,-1.54159
5.72971,5.14085,-1.10531,0,0,-1.54159
5.72971,5.14085,-1.10531,0,0,-1.54159
5.08839,4.93194,-0.584105,0,0,-1.54159
5.08839,4.93194,-0.584105,0,0,-1.54159
4.35441,4.69568,-0.113144,0,0,-1.54159
4.35441,4.69568,-0.113144,0,0,-1.54159
4.81207,4.50435,-0.103522,0,0,-2.34159
4.81207,4.50435,-0.103522,0,0,-2.34159
3.68438,3.96476,0.701364,0,0,-2.34159
3.68438,3.96476,0.701364,0,0,-2.34159
4.34939,3.92571,0.163102,0,0,-1.54159
4.34939,3.92571,0.163102,0,0,-1.54159
3.96588,4.27144,0.15359,0,0,-1.34159
3.96588,4.27144,0.15359,0,0,-1.34159
3.69289,4.54147,0.0939234,0,0,-1.34159
3.69289,4.54147,0.0939234,0,0,-1.34159
3.48579,4.88636,-0.0953336,0,0,-1.34159
3.48579,4.88636,-0.0953336,0,0,-1.34159
3.22399,5.03989,-0.158224,0,0,-1.14159
3.22399,5.03989,-0.158224,0,0,-1.14159
2.85583,5.097,-0.122432,0,0,-1.14159
2.85583,5.097,-0.122432,0,0,-1.14159
2.42202,5.05395,-0.0153419,0,0,-1.14159
2.42202,5.05395,-0.0153419,0,0,-1.14159
1.9444,5.00392,0.0975967,0,0,-0.941593
1.9444,5.00392,0.0975967,0,0,-0.941593
1.48502,4.95537,0.192446,0,0,-0.941593
1.48502,4.95537,0.192446,0,0,-0.941593
1.08833,4.91456,0.245058,0,0,-0.941593
1.08833,4.91456,0.245058,0,0,-0.941593
0.761287,4.85489,0.251872,0,0,-0.941593
0.761287,4.85489,0.251872,0,0,-0.941593
0.502942,4.86839,0.189336,0,0,-0.941593
0.502942,4.86839,0.189336,0,0,-0.941593
0.199659,4.78368,0.015261,0,0,-0.741593
0.199659,4.78368,0.015261,0,0,-0.741593
0.27204,4.95456,0.251927,0,0,-0.741593
0.27204,4.95456,0.251927,0,0,-0.741593
0.0648771,5.20795,0.402784,0,0,-0.941593
0.0648771,5.20795,0.402784,0,0,-0.941593
0.192013,5.07471,0.0311584,0,0,-1.54159
0.192013,5.07471,0.0311584,0,0,-1.54159
0.22986,4.70281,-0.0459163,0,0,-1.34159
0.22986,4.70281,-0.0459163,0,0,-1.34159
0.277098,4.62196,-0.035,0,0,-1.54159
0.277098,4.62196,-0.035,0,0,-1.54159
0.186928,4.37298,-0.0228204,0,0,-1.54159
0.186928,4.37298,-0.0228204,0,0,-1.54159
0.00167694,4.55687,0.115865,0,0,-1.34159
0.00167694,4.55687,0.115865,0,0,-1.34159
-0.373905,4.61344,0.249208,0,0,-1.54159
-0.373905,4.61344,0.249208,0,0,-1.54159
0.22961,4.65782,0.0447638,0,0,-2.34159
0.22961,4.65782,0.0447638,0,0,-2.34159
0.172568,5.14568,0.468071,0,0,-2.54159
0.172568,5.14568,0.468071,0,0,-2.54159
-0.118349,5.59724,0.658457,0,0,-2.54159
-0.118349,5.59724,0.658457,0,0,-2.54159
0.204424,5.64695,0.106899,0,0,-1.74159
0.204424,5.64695,0.106899,0,0,-1.74159
-0.146161,6.03971,0.736731,0,0,-1.14159
-0.146161,6.03971,0.736731,0,0,-1.14159
0.210525,6.64008,0.508761,0,0,-1.54159
0.210525,6.64008,0.508761,0,0,-1.54159
0.189448,7.03018,0.743135,0,0,-1.54159
0.189448,7.03018,0.743135,0,0,-1.54159
0.204049,7.46932,0.914398,0,0,-0.741593
0.204049,7.46932,0.914398,0,0,-0.741593
-0.196409,6.5273,0.216568,0,0,-0.541593
-0.196409,6.5273,0.216568,0,0,-0.541593
-0.607057,5.83101,-0.179986,0,0,-0.541593
-0.607057,5.83101,-0.179986,0,0,-0.541593
-1.02092,5.43157,-0.189308,0,0,-0.541593
-1.02092,5.43157,-0.189308,0,0,-0.541593
-1.35724,5.22125,0.0510554,0,0,-0.541593
-1.35724,5.22125,0.0510554,0,0,-0.541593
-1.4857,5.74063,0.310666,0,0,-1.34159
-1.4857,5.74063,0.310666,0,0,-1.34159
-1.40536,4.68654,0.223683,0,0,-2.14159
-1.40536,4.68654,0.223683,0,0,-2.14159
-1.55201,4.44075,0.252802,0,0,-1.74159
-1.55201,4.44075,0.252802,0,0,-1.74159
-1.09441,4.46745,0.27778,0,0,-1.54159
-1.09441,4.46745,0.27778,0,0,-1.54159
-0.980172,4.30909,0.00263138,0,0,-1.34159
-0.980172,4.30909,0.00263138,0,0,-1.34159
-1.31535,4.23795,0.141238,0,0,-1.34159
-1.31535,4.23795,0.141238,0,0,-1.34159
-1.19704,4.33359,0.101726,0,0,-1.14159
-1.19704,4.33359,0.101726,0,0,-1.14159
-1.30041,4.46303,0.106498,0,0,-0.941593
-1.30041,4.46303,0.106498,0,0,-0.941593
-1.56303,4.56039,0.142582,0,0,-0.341593
-1.56303,4.56039,0.142582,0,0,-0.341593
-1.66433,4.56075,0.160467,0,0,-0.341593
-1.66433,4.56075,0.160467,0,0,-0.341593
-1.88814,4.49877,0.21381,0,0,-0.341593
-1.88814,4.49877,0.21381,0,0,-0.341593
-2.12267,4.44696,0.279596,0,0,-0.341593
-2.12267,4.44696,0.279596,0,0,-0.341593
-2.48469,4.29505,0.0930306,0,0,-0.141593
-2.48469,4.29505,0.0930306,0,0,-0.141593
-2.78605,4.14036,-0.0197394,0,0,-0.141593
-2.78605,4.14036,-0.0197394,0,0,-0.141593
-3.05175,3.99375,-0.0320421,0,0,-0.141593
-3.05175,3.99375,-0.0320421,0,0,-0.141593
-3.30274,3.86436,0.0135038,0,0,0.0584073
-3.30274,3.86436,0.0135038,0,0,0.0584073
-3.54605,3.77895,0.0503479,0,0,0.0584073
-3.54605,3.77895,0.0503479,0,0,0.0584073
-3.77144,3.61186,-0.0142786,0,0,0.0584073
-3.77144,3.61186,-0.0142786,0,0,0.0584073
-3.95806,3.43221,-0.0899096,0,0,0.258407
-3.95806,3.43221,-0.0899096,0,0,0.258407
-4.10358,3.21698,-0.125243,0,0,0.258407
-4.10358,3.21698,-0.125243,0,0,0.258407
-4.18617,2.98775,-0.088605,0,0,0.258407
-4.18617,2.98775,-0.088605,0,0,0.258407
-4.28018,2.75161,-0.0301383,0,0,0.258407
-4.28018,2.75161,-0.0301383,0,0,0.258407
-4.2773,2.89842,-0.232611,0,0,-0.541593
-4.2773,2.89842,-0.232611,0,0,-0.541593
-4.23356,2.38621,-0.000173191,0,0,-0.541593
-4.23356,2.38621,-0.000173191,0,0,-0.541593
-4.37443,2.50772,0.0448831,0,0,0.258407
-4.37443,2.50772,0.0448831,0,0,0.258407
-4.4592,2.25501,0.126369,0,0,0.458407
-4.4592,2.25501,0.126369,0,0,0.458407
-4.61599,1.9153,-0.00535013,0,0,0.458407
-4.61599,1.9153,-0.00535013,0,0,0.458407
-4.66286,1.4995,0.31382,0,0,0.658407
-4.66286,1.4995,0.31382,0,0,0.658407
-4.72795,1.28018,0.337456,0,0,0.658407
-4.72795,1.28018,0.337456,0,0,0.658407
-4.79183,1.07992,0.343968,0,0,0.658407
-4.79183,1.07992,0.343968,0,0,0.658407
-4.84942,0.887747,0.341039,0,0,0.658407
-4.84942,0.887747,0.341039,0,0,0.658407
-4.88406,0.667719,0.327334,0,0,0.858407
-4.88406,0.667719,0.327334,0,0,0.858407
-4.94426,0.462168,0.300872,0,0,0.858407
-4.94426,0.462168,0.300872,0,0,0.858407
-5.0668,0.300596,0.287705,0,0,0.458407
-5.0668,0.300596,0.287705,0,0,0.458407
